-9.695972	628.336815
-10.857472	622.519783
-11.131860	623.112027
-10.510288	626.567466
-10.548905	622.550276
-9.567575	623.423771
-9.991208	629.610515
-9.908884	620.345387
-10.648201	621.567888
-10.513017	622.071452
-10.014773	623.926721
-10.298507	616.108478
-9.956704	621.347563
-9.814380	620.221819
-9.313432	617.522683
-10.049673	621.370743
-10.089178	622.433802
-9.701527	615.947881
-10.019539	620.019026
-9.829747	617.302017
-8.989615	617.867991
-9.452241	620.201805
-10.373036	616.591976
-9.968116	621.373499
-9.282588	621.394225
-9.703021	614.148286
-10.123284	613.986574
-10.277027	613.676193
-9.527036	613.400346
-9.598164	615.304162
-10.019475	614.854530
-9.758392	615.711134
-10.963204	610.697723
-9.785200	620.408181
-9.830077	613.954989
-9.895141	617.098503
-10.102443	618.981515
-9.617966	614.598185
-10.284992	615.480335
-10.518423	609.746505
-10.795214	611.373673
-10.295307	612.016475
-10.134497	612.659046
-9.602303	605.256296
-10.001265	616.083264
-9.851935	611.378972
-9.201015	607.088298
-9.225102	607.411283
-9.579225	612.213980
-9.504455	609.888636
-10.079413	608.162735
-10.310854	608.457861
-9.408465	611.827404
-10.176889	609.815367
-10.550722	609.558889
-10.259858	609.347677
-9.688500	604.249959
-10.026890	609.863024
-10.263003	605.060183
-9.943641	608.294196
-10.357861	604.479651
-8.625925	605.525365
-10.180439	606.200387
-10.344433	603.566588
-9.489499	602.645127
-9.895021	604.111277
-9.539585	599.309064
-10.314451	599.872285
-9.922689	601.099036
-9.498822	603.246668
-9.419037	601.094823
-9.061880	601.160547
-10.429022	604.021339
-9.504086	604.279735
-9.512406	598.851820
-10.584368	597.697290
-10.494906	596.771249
-9.957937	599.650002
-10.325943	604.048259
-9.249263	605.705970
-9.885415	596.879742
-8.991830	604.680864
-9.887303	595.685905
-9.996742	599.428878
-9.786366	594.970227
-9.627933	594.045284
-10.449140	593.761325
-9.368808	593.383920
-10.735589	591.351643
-9.764708	590.838381
-10.564429	594.655940
-10.458881	591.563279
-9.522621	594.191450
-9.755978	596.938734
-9.580148	597.039631
-9.296145	590.295089
-10.400998	591.291179
-10.246525	597.499023
-10.325500	593.088455
-9.260941	592.614869
-10.414141	591.613792
-10.197821	593.767545
-9.743334	593.807057
-9.952569	590.499901
-9.560605	593.638371
-9.447703	592.564695
-10.529970	591.142998
-9.628633	588.581193
-10.474624	591.066915
-9.717871	591.662550
-8.831117	588.158235
-10.282707	591.417495
-9.181529	587.309364
-10.315456	593.227770
-9.619609	582.181509
-9.774230	592.708731
